DATE,DQO
2019-01-01,46.282293438375035
2019-02-01,57.12969963638596
2019-03-01,75.08455279853301
2019-04-01,67.0289802688276
2019-05-01,79.41191649571122
2019-06-01,95.57702938030323
2019-07-01,77.98361573231978
2019-08-01,76.1439624595838
2019-09-01,98.34595545838366
2019-10-01,70.79525207648229
2019-11-01,83.28659225502481
2019-12-01,37.795467765241725
