DATE,COR_VERDADEIRA
2019-01-31,24.48821449009031
2019-02-28,15.928974587419765
2019-03-31,16.950694082028402
2019-04-30,21.382110754544
2019-05-31,16.026766253666867
2019-06-30,18.10485536162246
2019-07-31,16.866616007887004
2019-08-31,17.79064344531804
2019-09-30,15.730846803333774
2019-10-31,15.57450202774953
2019-11-30,15.135514660378247
2019-12-31,16.945477309192466
