DATE,FÓSFORO
2019-01-31,2.997066109545837
2019-02-28,3.7146207647995313
2019-03-31,7.290837070505331
2019-04-30,6.963482616343571
2019-05-31,7.221279195081144
2019-06-30,5.655724419633932
2019-07-31,4.131169752014795
2019-08-31,5.311848388148819
2019-09-30,5.476689410118163
2019-10-31,5.345060643006633
2019-11-30,5.586263190909915
2019-12-31,5.28504021381268
