DATE,DQO
2019-01-01,40.696923627370694
2019-02-01,66.4206239199766
2019-03-01,78.35145443781624
2019-04-01,58.79424331465015
2019-05-01,79.12217489801164
2019-06-01,72.63544073809837
2019-07-01,79.53786369662122
2019-08-01,55.539092688666216
2019-09-01,111.80858956054192
2019-10-01,73.86556345623416
2019-11-01,59.28949568310513
2019-12-01,47.360339386015326
