DATE,PH
2019-01-31,7.003113641296145
2019-02-28,6.907562029325491
2019-03-31,7.10263125195682
2019-04-30,6.8208950443869645
2019-05-31,6.911470950702813
2019-06-30,7.172149764320076
2019-07-31,6.996212445873153
2019-08-31,6.853836982850007
2019-09-30,7.131704321589577
2019-10-31,7.013853304397075
2019-11-30,7.104549237971202
2019-12-31,6.702538578450769
