DATE,NITROGÊNIO
2019-01-01,26.179965586458593
2019-02-01,20.59887187718505
2019-03-01,29.899131167263036
2019-04-01,40.95661398249213
2019-05-01,45.18952616436574
2019-06-01,40.09272443317682
2019-07-01,27.588922698608727
2019-08-01,43.779015194397765
2019-09-01,30.89437181322187
2019-10-01,33.25023634856591
2019-11-01,30.446116839072626
2019-12-01,27.54316783936119
