DATE,FÓSFORO
2019-01-01,3.2166745339801768
2019-02-01,3.6256574487881057
2019-03-01,6.877070837339001
2019-04-01,6.348682154242599
2019-05-01,7.310441793869515
2019-06-01,5.04553688598467
2019-07-01,4.271503486784933
2019-08-01,4.898775366389019
2019-09-01,6.30265514590718
2019-10-01,5.632397022532751
2019-11-01,5.430468982626022
2019-12-01,5.233229897481252
