DATE,PH
2019-01-31,6.746115005864296
2019-02-28,6.970196035183879
2019-03-31,7.106836447473236
2019-04-30,6.977766533511364
2019-05-31,7.1139216461841634
2019-06-30,7.161941970570766
2019-07-31,7.004710150619584
2019-08-31,6.971329921868621
2019-09-30,7.0062031230741875
2019-10-31,6.924938366543722
2019-11-30,6.959395810223518
2019-12-31,6.989816239169781
