DATE,COLIFORMES_TERMOTOLERANTES
2019-01-31,1713385.5791566558
2019-02-28,1713385.5791566558
2019-03-31,1713385.5791566558
2019-04-30,1713385.5791566558
2019-05-31,1713385.5791566558
2019-06-30,1713385.5791566558
2019-07-31,1713385.5791566558
2019-08-31,1713385.5791566558
2019-09-30,1713385.5791566558
2019-10-31,1713385.5791566558
2019-11-30,1713385.5791566558
2019-12-31,1713385.5791566558
