DATE,NITROGÊNIO
2019-01-31,10.897505397669146
2019-02-28,13.784623184195787
2019-03-31,27.19790822244225
2019-04-30,26.369011232640048
2019-05-31,33.83443685907044
2019-06-30,31.695674428719926
2019-07-31,17.825666830164238
2019-08-31,24.766523511306364
2019-09-30,28.581977448057177
2019-10-31,25.016315631214415
2019-11-30,26.515448615878284
2019-12-31,20.6319593856743
