DATE,DBO
2019-01-31,17.261129643744884
2019-02-28,21.197687929912878
2019-03-31,26.809227424052082
2019-04-30,28.069756871137535
2019-05-31,37.77962541490274
2019-06-30,31.172869431985827
2019-07-31,26.930114223338748
2019-08-31,27.19057251454168
2019-09-30,21.422013961550174
2019-10-31,19.91591760232886
2019-11-30,13.905763604807936
2019-12-31,13.654873343193616
