DATE,DQO
2019-01-01,183.2576528543512
2019-02-01,250.99826057055583
2019-03-01,231.5050473932771
2019-04-01,312.70398730264856
2019-05-01,387.72705159677747
2019-06-01,315.60450091287026
2019-07-01,230.4090029241134
2019-08-01,166.3294848641702
2019-09-01,376.9674579640822
2019-10-01,425.1957667246535
2019-11-01,156.29682677399848
2019-12-01,204.82593177206928
