DATE,PH
2019-01-01,7.048192246465154
2019-02-01,7.143351793443675
2019-03-01,7.434115037062813
2019-04-01,7.286151401503949
2019-05-01,7.21279399286023
2019-06-01,7.8009507779888985
2019-07-01,7.654252699727443
2019-08-01,6.9722676094885445
2019-09-01,7.7169220640842004
2019-10-01,7.560560718207689
2019-11-01,7.733389723906029
2019-12-01,6.929622497428235
