DATE,ÓLEOS
2019-01-01,13.62996852159693
2019-02-01,12.805854837337188
2019-03-01,14.422134548634801
2019-04-01,10.999571692908509
2019-05-01,11.782453930197498
2019-06-01,10.262094693757273
2019-07-01,12.10223596169049
2019-08-01,16.5857397375106
2019-09-01,13.766480740992463
2019-10-01,12.457345765924304
2019-11-01,11.820427562231137
2019-12-01,13.333287475765662
