DATE,COLIFORMES_TERMOTOLERANTES
2019-01-31,10975.32062233092
2019-02-28,2616.8185275414726
2019-03-31,9637.092139196064
2019-04-30,4345.517964531201
2019-05-31,3627.057650458184
2019-06-30,13338.541551081391
2019-07-31,23788.014319020527
2019-08-31,2161.1698217278417
2019-09-30,1416.544613971846
2019-10-31,10425.779021308897
2019-11-30,2065.1445270037975
2019-12-31,2983.094860528026
