DATE,COLIFORMES_TERMOTOLERANTES
2019-01-01,3239966.743213576
2019-02-01,-5359972.274514444
2019-03-01,3481670.165705724
2019-04-01,3800915.6259831656
2019-05-01,-4895701.846341913
2019-06-01,2755805.9887186047
2019-07-01,-1800436.509612756
2019-08-01,-2984424.297329588
2019-09-01,-609290.895343001
2019-10-01,5779148.038168888
2019-11-01,4743077.098653899
2019-12-01,-45875.23743918992
