DATE,DQO
2019-01-01,196.03888030269522
2019-02-01,272.8990454760765
2019-03-01,304.5090459270416
2019-04-01,267.9592723241077
2019-05-01,304.80230366031776
2019-06-01,342.7225443906022
2019-07-01,453.2705236151612
2019-08-01,275.0283756920785
2019-09-01,329.4701914788717
2019-10-01,392.0372357797737
2019-11-01,226.6784944548995
2019-12-01,218.5343829557433
