DATE,DBO
2019-01-01,91.55957027192252
2019-02-01,54.20455113359966
2019-03-01,123.35144515095654
2019-04-01,164.68653974811548
2019-05-01,185.03374420910077
2019-06-01,194.247750347492
2019-07-01,140.73397040589697
2019-08-01,146.1143227794438
2019-09-01,176.89950950380342
2019-10-01,187.78266495637752
2019-11-01,112.53912171180637
2019-12-01,139.88300174571017
