DATE,PH
2019-01-01,6.647508965500048
2019-02-01,6.842092113612082
2019-03-01,6.8708223687099865
2019-04-01,6.771837796569812
2019-05-01,6.896787899970024
2019-06-01,6.914611253133758
2019-07-01,6.830992667143725
2019-08-01,6.798210950731384
2019-09-01,6.793430362100846
2019-10-01,6.691771942916851
2019-11-01,6.711547967412223
2019-12-01,6.9051364194276115
