DATE,SÓLIDOS
2019-01-01,20.459688893177134
2019-02-01,17.671271061068854
2019-03-01,26.59197415200428
2019-04-01,37.914730443226176
2019-05-01,73.95975741189748
2019-06-01,45.034561969976046
2019-07-01,33.471810171990775
2019-08-01,39.18017851826957
2019-09-01,62.64315777037157
2019-10-01,27.10240186553828
2019-11-01,34.71029282710705
2019-12-01,27.771851853835372
