DATE,PH
2019-01-01,6.575155909108787
2019-02-01,6.791802720759919
2019-03-01,6.809579655197076
2019-04-01,6.876690705191857
2019-05-01,6.994102735016029
2019-06-01,7.047897398508578
2019-07-01,6.834079593466526
2019-08-01,6.823051146646045
2019-09-01,6.777525182784878
2019-10-01,6.69114476469
2019-11-01,6.801121411236097
2019-12-01,7.052999444945212
