DATE,COLIFORMES_TERMOTOLERANTES
2019-01-01,494759.7764811286
2019-02-01,33382.43403496405
2019-03-01,552366.3578076393
2019-04-01,194451.87495865207
2019-05-01,42836.662145118324
2019-06-01,763916.1278514315
2019-07-01,55232.16823344903
2019-08-01,111619.6743214849
2019-09-01,592233.6510705746
2019-10-01,355289.9194662871
2019-11-01,336551.6160565471
2019-12-01,129347.77000540032
