DATE,PH
2019-01-01,7.312713502639366
2019-02-01,7.017312232803474
2019-03-01,6.946668954951451
2019-04-01,7.162922712773385
2019-05-01,7.402568822539622
2019-06-01,7.301530071426818
2019-07-01,7.140761492013545
2019-08-01,7.420930092392681
2019-09-01,7.468278191966696
2019-10-01,6.962185301818887
2019-11-01,7.559936417240599
2019-12-01,6.8942688844725435
