DATE,COLIFORMES_TERMOTOLERANTES
2019-01-01,-7088.333112370077
2019-02-01,1291.5616922980917
2019-03-01,83713.11004417474
2019-04-01,67125.75472283168
2019-05-01,-10365.17736700282
2019-06-01,156323.8125879255
2019-07-01,59776.82601822796
2019-08-01,-25308.007754090577
2019-09-01,-58474.00252482239
2019-10-01,128090.8465058819
2019-11-01,-11731.555926367888
2019-12-01,-18333.10374552345
