DATE,FÓSFORO
2019-01-01,2.3785597212968117
2019-02-01,2.0870767516866784
2019-03-01,6.080588560972752
2019-04-01,4.8321571930158616
2019-05-01,6.51895975751897
2019-06-01,3.6205462383589526
2019-07-01,3.3431554554359497
2019-08-01,3.990990891099829
2019-09-01,4.901040777475699
2019-10-01,4.023326952976047
2019-11-01,4.564496616602359
2019-12-01,3.990478276310576
