DATE,NITROGÊNIO
2019-01-01,14.65716214003924
2019-02-01,22.201603085084432
2019-03-01,38.714440638900335
2019-04-01,36.631755679230935
2019-05-01,47.29469640090004
2019-06-01,39.951484897688154
2019-07-01,14.331115645659015
2019-08-01,31.379500263387868
2019-09-01,39.53737000888511
2019-10-01,24.39318609658838
2019-11-01,28.468486466512452
2019-12-01,27.493352412188663
