DATE,FÓSFORO
2019-01-01,3.570302186168803
2019-02-01,2.204377173332565
2019-03-01,7.903130463556995
2019-04-01,4.667522492618206
2019-05-01,7.026756784522133
2019-06-01,3.892272345876366
2019-07-01,5.569989658898025
2019-08-01,5.31176356786036
2019-09-01,5.954359396003679
2019-10-01,3.414294898396367
2019-11-01,4.953309878575053
2019-12-01,5.765044471975825
