DATE,ARIMA,ETS,PROPHET
2019-01-01,14.657162140039242,10.897505397669146,26.179965586458593
2019-02-01,22.201603085084432,13.784623184195787,20.59887187718505
2019-03-01,38.714440638900335,27.19790822244225,29.89913116726304
2019-04-01,36.631755679230935,26.36901123264005,40.95661398249213
2019-05-01,47.29469640090004,33.834436859070436,45.18952616436574
2019-06-01,39.951484897688154,31.69567442871993,40.09272443317682
2019-07-01,14.331115645659015,17.825666830164238,27.588922698608734
2019-08-01,31.37950026338787,24.766523511306364,43.77901519439777
2019-09-01,39.537370008885105,28.581977448057174,30.89437181322187
2019-10-01,24.393186096588376,25.016315631214407,33.25023634856591
2019-11-01,28.468486466512452,26.515448615878288,30.446116839072623
2019-12-01,27.493352412188663,20.6319593856743,27.543167839361193
