DATE,ARIMA,ETS,PROPHET
2019-01-01,20.502887696686308,17.261129643744887,24.43536858565052
2019-02-01,23.96077592792784,21.19768792991288,24.341339482717306
2019-03-01,31.99551183807105,26.809227424052075,42.22838401372943
2019-04-01,27.66492597327559,28.069756871137532,36.196735881832815
2019-05-01,50.32624672288142,37.779625414902746,32.454361284808314
2019-06-01,39.9975049264218,31.172869431985827,51.12755599745394
2019-07-01,28.068685499974,26.93011422333875,36.414007359339145
2019-08-01,43.04493624636208,27.190572514541678,28.804171139401173
2019-09-01,30.559574144470183,21.42201396155017,40.76319683868688
2019-10-01,29.07577001060072,19.915917602328857,39.18612142544313
2019-11-01,31.261256350993317,13.905763604807936,35.1773205885655
2019-12-01,21.692283694227967,13.654873343193614,27.74621800364501
