DATE,ARIMA,ETS,PROPHET
2019-01-01,196.0388803026952,98.68173269462677,183.2576528543512
2019-02-01,272.8990454760765,143.66876368111195,250.99826057055583
2019-03-01,304.5090459270416,151.86706729340398,231.5050473932771
2019-04-01,267.9592723241077,146.59023692303688,312.70398730264856
2019-05-01,304.80230366031776,161.54408554325013,387.72705159677747
2019-06-01,342.7225443906022,162.50057315930098,315.60450091287026
2019-07-01,453.2705236151612,169.6694744971874,230.4090029241134
2019-08-01,275.0283756920785,120.14231066675241,166.32948486417018
2019-09-01,329.4701914788717,145.5655125207133,376.9674579640822
2019-10-01,392.0372357797737,163.13419088137002,425.1957667246535
2019-11-01,226.6784944548995,97.91976760443261,156.29682677399848
2019-12-01,218.5343829557433,107.27819375360663,204.82593177206928
