DATE,ARIMA,ETS,PROPHET
2019-01-01,7.048192246465153,7.003113641296145,7.312713502639366
2019-02-01,7.143351793443675,6.907562029325491,7.017312232803474
2019-03-01,7.434115037062813,7.10263125195682,6.946668954951451
2019-04-01,7.2861514015039495,6.8208950443869645,7.162922712773385
2019-05-01,7.21279399286023,6.911470950702813,7.402568822539622
2019-06-01,7.800950777988898,7.172149764320077,7.301530071426817
2019-07-01,7.654252699727442,6.996212445873152,7.140761492013545
2019-08-01,6.9722676094885445,6.853836982850008,7.420930092392682
2019-09-01,7.7169220640842,7.131704321589577,7.468278191966696
2019-10-01,7.560560718207689,7.013853304397075,6.962185301818888
2019-11-01,7.733389723906028,7.104549237971202,7.559936417240598
2019-12-01,6.929622497428235,6.702538578450768,6.894268884472544
