DATE,ARIMA,ETS,PROPHET
2019-01-01,7.251189137887994,6.221600749507568,11.14103026296797
2019-02-01,10.15210236200651,8.602017350169222,14.724483388701739
2019-03-01,15.961038047429767,11.362873360408175,21.98286374142797
2019-04-01,26.429044590048512,12.805681163299086,19.058744083216347
2019-05-01,8.207547328687737,5.4046679782788685,8.41154987257666
2019-06-01,14.72008959146302,10.481171873866339,16.112392081479996
2019-07-01,18.09409900868066,12.337488944293845,20.54046464702752
2019-08-01,14.087462314377401,10.408783430886029,17.53154405983832
2019-09-01,11.708752950380864,7.9476543802916995,15.335395597252795
2019-10-01,12.02952199025592,8.050969387472854,13.400925542786279
2019-11-01,13.04370830692299,8.2821546245936,13.674581768293937
2019-12-01,8.668694164463004,4.036896771896794,11.024285419029686
