DATE,ARIMA,ETS,PROPHET
2019-01-01,14.940693864339117,11.305101644873323,28.53785070887005
2019-02-01,8.741467185303259,8.899999921596788,5.893443150550947
2019-03-01,10.533624507082786,11.087161601123805,22.16733381753185
2019-04-01,15.685317774604327,13.11569800228289,29.603676593529844
2019-05-01,27.24179149847032,16.05446558401449,35.24994777748511
2019-06-01,16.066472346389915,13.040248930719375,25.286978716468905
2019-07-01,12.521765257143937,9.898707535363243,15.329499091733675
2019-08-01,13.520422692894435,10.950867104889657,24.72828383517325
2019-09-01,22.624414775542068,13.643225267949795,36.49113550231769
2019-10-01,17.188849370577906,12.293513663954444,15.13810757054092
2019-11-01,15.821375707935605,11.341855073159506,25.51380702970354
2019-12-01,7.4593795518115975,8.705720926357198,9.090850436799528
