DATE,ARIMA,ETS,PROPHET
2019-01-01,20.459688893177134,18.3202877536058,39.50257025976244
2019-02-01,17.671271061068854,15.044728808233126,7.5458902907439915
2019-03-01,26.59197415200428,23.121032108281607,55.23389306316403
2019-04-01,37.91473044322617,32.29797523779097,75.84062071677343
2019-05-01,73.95975741189748,61.295800513294324,118.34503041156458
2019-06-01,45.034561969976046,42.666249148001434,82.18567677984583
2019-07-01,33.47181017199077,29.32311378499301,52.2818491090681
2019-08-01,39.18017851826957,29.207040508359967,45.82134534419282
2019-09-01,62.64315777037157,48.172174437016075,113.03963767944416
2019-10-01,27.102401865538283,26.97731414970417,29.72528891375848
2019-11-01,34.710292827107054,30.860100040205847,82.58658427172749
2019-12-01,27.771851853835372,27.198351195947872,46.93804617437284
