DATE,ARIMA,ETS,PROPHET
2019-01-01,2.378559721296812,2.6183151332491037,3.570302186168803
2019-02-01,2.0870767516866784,2.7450475637793845,2.2043771733325648
2019-03-01,6.080588560972752,5.350339690987052,7.9031304635569954
2019-04-01,4.8321571930158616,4.406110401449121,4.667522492618206
2019-05-01,6.51895975751897,5.8905541104914905,7.026756784522133
2019-06-01,3.6205462383589526,4.056534024412857,3.8922723458763664
2019-07-01,3.3431554554359497,3.18780389058588,5.5699896588980256
2019-08-01,3.9909908910998286,3.4236664002680177,5.3117635678603605
2019-09-01,4.901040777475699,4.290393981746249,5.954359396003679
2019-10-01,4.0233269529760465,3.4001804727195064,3.414294898396367
2019-11-01,4.564496616602359,3.345748528090558,4.953309878575053
2019-12-01,3.990478276310576,3.5478317974247844,5.765044471975825
