DATE,ARIMA,ETS,PROPHET
2019-01-01,0.3952740469032969,0.8903023699481251,0.4840908112571702
2019-02-01,0.4776945486043603,0.8903023699481251,0.2444706473946921
2019-03-01,1.9476369419185744,0.8903023699481251,1.2722637732373174
2019-04-01,1.6701336632052353,0.8903023699481251,1.2820499705488144
2019-05-01,2.538479233298602,0.8903023699481251,1.0544630671840551
2019-06-01,0.8482431934163158,0.8903023699481251,0.97421424781011
2019-07-01,0.6862371012152549,0.8903023699481251,0.6390372049511699
2019-08-01,2.15217392976824,0.8903023699481251,1.2975841423310874
2019-09-01,0.473635660786741,0.8903023699481251,0.5547045447653468
2019-10-01,0.5478597121910705,0.8903023699481251,0.6363640645616523
2019-11-01,0.4624472853413101,0.8903023699481251,0.43168264905866577
2019-12-01,1.8377914444698091,0.8903023699481251,1.2408191804169741
